57,-1,64,67
-10,-12,28,62
90,-16,-58,-13
94,22,-52,81
-81,-26,80,-61
-52,88,-66,81
96,-45,-33,-40
-95,-100,83,12
78,-75,66,86
10,-14,-65,84
-77,-32,-16,-46
-17,72,88,-46
-15,-54,39,-94
-52,15,33,43
57,82,25,69
-96,-25,84,-4
68,-68,-41,55
82,-12,-73,-71
75,23,52,27
-97,78,8,-97
-44,-17,14,-8
60,41,99,38
23,3,36,28
-27,-45,1,-95
12,95,-77,65
42,-17,20,43
91,-52,-34,6
61,-10,-24,-48
79,100,-36,-91
8,52,100,-41
-41,65,34,86
-31,9,-77,45
-76,80,81,26
-79,-48,7,18
38,-40,84,50
-64,-100,-31,28
-49,-13,-94,-71
88,-7,57,-44
41,35,-25,-53
-47,-27,83,5
-53,-51,64,55
38,-59,-1,-44
-71,-16,75,85
-61,52,92,-59
-2,30,77,45
-95,-44,78,-1
-34,22,20,-24
28,-29,-9,52
-90,-8,-34,63
-15,76,-85,69
7,5,66,-32
20,-22,-6,86
-82,-50,76,71
-47,31,100,-43
-3,-10,-10,3
16,100,13,-96
-38,-37,98,-77
-86,85,-90,33
-33,57,12,-66
-17,57,82,-85
23,-16,-98,-50
-33,-63,-95,-18
76,25,23,-50
86,-96,79,-54
34,9,-26,31
47,-43,42,-99
98,72,59,17
49,65,-73,-78
74,-21,-79,54
35,-3,-91,-91
-97,4,90,52
-74,-76,89,71
96,3,-80,-72
23,-82,98,-51
-55,4,94,-40
91,68,97,56
-37,-72,72,47
55,-66,45,26
-33,12,-17,-50
96,-91,-88,0
-51,44,-30,67
-92,-86,33,-100
56,5,-32,-15
-24,-16,57,-13
50,64,62,-86
-90,33,-68,-30
26,-87,-96,-34
49,-25,-97,37
32,26,-99,-34
-46,18,-45,-37
73,50,12,68
-36,-23,7,-36
96,56,-35,-94
-5,82,94,-52
69,9,54,89
37,-32,-71,59
-22,79,75,-61
47,-32,-28,-48
-37,62,39,0
-4,58,21,60
2,-81,-69,-54
-83,58,-80,91
-88,31,95,77
54,88,-36,-98
-52,-65,-29,21
73,15,-25,-50
-57,-98,-52,-62
-60,-66,-16,54
-73,-27,69,-83
4,58,-99,32
-11,26,-79,-1
-69,-100,66,-79
-96,33,98,-37
-37,9,-83,-78
92,-13,-1,35
-26,4,-49,14
45,18,-32,57
-73,-36,-39,-20
-84,-24,42,-13
80,-92,75,-89
-53,42,57,-74
-59,-75,34,-91
-95,-63,1,-7
-57,22,95,11
-7,-2,-100,14
19,-87,-11,2
19,-46,-45,27
78,67,-42,-19
70,87,-95,-42
36,59,89,-73
69,69,-64,90
3,-41,19,46
-97,60,-47,-59
-17,-75,46,-85
-67,-8,6,-96
-29,-41,92,-86
-90,-23,-39,-22
68,-34,-89,83
53,-52,-100,12
75,58,19,-47
-18,-60,-4,7
89,-96,33,-8
63,26,38,-16
-57,36,-77,41
-1,70,87,-4
18,55,-81,9
-54,-53,-7,80
19,62,-12,-23
41,-83,-37,-9
84,20,-66,-91
-28,-84,-28,-83
39,5,39,69
-27,90,-31,-91
-57,-93,37,24
-12,40,-81,-2
-58,99,0,76
93,75,91,-24
-10,-23,85,95
13,-84,50,-67
-44,-14,55,-69
-70,89,25,73
-54,57,90,5
-91,-25,78,35
79,-1,59,2
27,54,-2,-52
-35,-52,62,22
-90,21,61,-64
-1,16,-78,-33
92,40,-97,-4
88,58,-99,72
30,-68,75,44
-8,-92,-36,-45
-18,98,-55,-77
93,43,-61,15
48,-72,20,-97
-50,14,-77,-70
-46,-84,43,5
-96,-5,60,51
51,64,-93,85
-40,-95,29,77
4,-82,66,22
-96,89,3,-73
33,-98,28,22
-15,-69,-6,86
-81,-21,2,19
-15,37,44,40
17,33,-77,75
68,-47,69,68
3,22,-2,-20
-22,87,-10,38
20,-74,-84,91
-34,20,32,93
25,-14,-40,-10
-80,-42,89,1
-59,-68,-65,64
19,78,-64,-69
50,-51,-71,59
-81,-59,22,0
99,-36,4,-48
-45,28,38,-21
67,21,-30,79
-41,68,-83,-4
33,47,75,-78
97,98,-41,93
-50,12,52,-47
-70,21,-4,93
-32,6,53,45
-13,6,3,-81
-50,-10,-14,-61
26,69,-12,-68
100,25,-32,-46
44,-11,-44,13
-99,44,59,-14
-4,-49,-21,94
-68,97,-67,35
5,21,-27,53
37,92,63,45
-10,21,61,31
-77,25,9,39
96,-34,-55,9
90,-49,27,-11
-33,51,13,11
-93,2,29,52
-25,66,-90,78
69,-34,58,43
16,-71,67,4
-77,2,-49,-70
-34,34,94,-87
-33,-9,46,-9
48,-24,-82,-19
-94,12,94,-68
-45,-89,-29,-65
90,63,-73,90
14,-84,26,-13
46,87,63,12
42,-7,4,-85
-95,32,0,-87
-80,79,51,97
-32,31,15,-43
27,-60,-21,11
-31,19,72,63
-75,-94,-6,-98
-56,99,1,-30
9,-61,88,98
72,77,75,3
26,-19,-24,88
64,100,15,-9
-70,82,-20,59
-85,-77,-5,-67
33,-54,46,-23
84,3,86,-54
-87,-11,28,51
70,93,25,-69
11,21,-32,-23
-74,-55,-64,5
89,26,-68,83
37,-85,48,87
-7,-26,-77,40
19,3,-26,48
63,-90,18,15
34,-97,81,-93
-43,54,-39,-38
64,95,-51,8
15,-58,53,-4
-36,-28,-50,57
-14,57,-15,72
75,-39,38,-7
-63,-61,-3,16
24,-34,-43,18
-78,-63,-70,52
-2,-53,36,-84
-89,-64,-67,75
30,72,53,-22
-91,71,32,-86
-35,71,44,54
96,-46,16,72
94,-39,-87,88
-63,46,-5,79
-25,71,90,-15
67,-77,-40,46
65,-53,-67,-4
44,-67,-21,-70
79,64,-76,-54
-35,-90,-67,-96
-90,-8,55,-56
-26,-43,47,52
26,100,21,9
21,-21,70,-41
-57,61,66,-37
-25,57,76,85
-37,-41,15,-55
60,-3,-58,68
-69,8,88,51
-31,23,41,63
-14,-32,11,-20
-81,29,-94,17
54,32,22,49
9,67,-99,-21
-49,79,-72,-87
-68,-7,69,-26
-46,-67,-18,-43
-88,-16,91,-86
-71,30,-70,-17
-71,73,-28,5
95,-62,-55,-62
43,53,14,4
-23,14,0,-26
9,47,-39,-70
99,47,-18,-99
-34,89,-31,10
-15,77,67,29
53,-71,52,35
63,78,-9,19
31,-51,66,18
73,-34,7,-58
-89,-5,-6,25
-97,18,-7,68
-51,-24,-62,-25
21,75,-29,21
47,-1,-27,-32
-79,33,-72,-81
-58,-47,-59,-74
-12,80,99,-4
-88,-24,-24,80
47,-11,-30,-60
45,-89,-79,40
-63,-33,-61,0
77,-89,-72,66
23,15,43,41
47,68,-59,-57
-25,-3,-17,45
-56,40,-7,-55
16,64,-51,-31
-89,-46,27,33
-50,-4,-83,69
-52,54,8,-8
13,-15,-13,-82
-59,19,-32,64
11,-22,67,73
-75,-57,-25,78
-36,-62,28,-98
-25,22,-25,-44
-28,-14,-26,-90
67,86,-45,-24
-20,30,-17,14
-12,27,-71,69
41,-61,-61,13
-62,100,71,62
-23,-75,-20,-96
56,49,-47,-24
-39,-96,67,21
72,76,-76,-25
-10,-47,-11,-9
3,-65,-63,83
-20,-49,94,-7
-39,10,-64,59
65,-41,98,31
58,-18,-3,44
-63,-58,-24,-31
-33,3,53,47
-15,79,-68,20
32,16,88,27
-43,50,-62,50
-95,67,79,42
25,-8,-54,90
-82,-8,-35,60
1,87,67,-12
-80,92,-26,-32
62,-95,62,55
-52,-75,7,-4
28,36,23,-57
-64,95,-75,-73
40,69,46,78
-30,54,78,-25
69,16,98,-21
-45,-7,-28,84
-74,12,94,40
76,-66,-87,29
-71,70,98,-65
97,-79,18,4
-78,57,-14,33
96,9,31,-97
-60,-17,-66,3
-83,99,-24,-30
46,-46,-75,-31
67,-24,56,97
4,-51,12,24
2,92,93,16
-88,86,-78,-84
56,7,-88,-9
-35,82,50,-20
-29,25,46,35
-91,39,-38,-95
69,96,37,-94
8,1,-75,53
17,-23,-98,45
-50,-46,-98,-8
-59,-100,-85,38
81,-37,65,-54
-65,38,-78,42
-6,47,-5,-73
51,11,-82,69
-80,-7,99,-22
-57,65,-100,51
53,-95,-27,46
52,-80,55,27
-40,-86,-11,54
85,-5,12,87
-87,88,-61,-49
-52,90,35,45
-17,35,31,-72
-84,-42,-91,83
42,81,5,-15
40,44,-76,82
87,54,-23,45
48,9,-48,-98
50,-80,35,-18
96,45,30,-2
76,81,89,-26
73,-45,-52,75
74,-13,-22,91
-98,-91,84,27
49,72,74,1
78,0,24,19
86,71,-81,73
-31,6,-35,69
-50,-100,59,-88
-24,44,61,-96
